rank,patch_index,x,y,grid_row,grid_col,tissue_fraction,activation,normalized_activation
1,2649,4128,6432,67,43,0.8893229166666666,1.6983363628387451,1.0
2,2696,4128,6528,68,43,0.8312717013888888,1.227311611175537,0.6054369807243347
3,2000,5088,5184,54,53,0.9985894097222222,1.1194572448730469,0.5150907039642334
4,1822,5088,4896,51,53,0.9963107638888888,1.0725864171981812,0.4758284389972687
5,2698,4320,6528,68,45,0.9541015625,1.047688364982605,0.4549720883369446
6,2656,4800,6432,67,50,0.8633897569444444,1.0461680889129639,0.45369860529899597
7,2749,4320,6624,69,45,0.9200303819444444,1.012046217918396,0.42511576414108276
8,2127,5472,5376,56,57,0.9985894097222222,0.9690772294998169,0.389121949672699
9,2600,4224,6336,66,44,0.9367404513888888,0.9508929252624512,0.3738895058631897
10,1828,5664,4896,51,59,0.998046875,0.9475136995315552,0.371058851480484
11,289,3840,1440,15,40,0.9906684027777778,0.8947796821594238,0.3268851637840271
12,2814,5568,6720,70,58,0.9921875,0.8576493263244629,0.295782208442688
13,2061,5088,5280,55,53,0.9965277777777778,0.8536571264266968,0.2924380600452423
14,2813,5472,6720,70,57,0.9937065972222222,0.8267592191696167,0.26990652084350586
15,2616,5760,6336,66,60,0.9995659722222222,0.8227382898330688,0.2665382921695709
16,2697,4224,6528,68,44,0.8705512152777778,0.8137016296386719,0.2589685618877411
17,941,4128,3264,34,43,0.9946831597222222,0.8028291463851929,0.24986101686954498
18,2695,4032,6528,68,42,0.8785807291666666,0.8006843328475952,0.24806438386440277
19,2060,4992,5280,55,52,0.9965277777777778,0.769892692565918,0.2222711592912674
20,150,3456,960,10,36,0.9763454861111112,0.7536022663116455,0.2086251676082611
21,2617,5856,6336,66,61,0.9984809027777778,0.7353357076644897,0.19332383573055267
22,2648,4032,6432,67,42,0.9243706597222222,0.7348626852035522,0.19292759895324707
23,2667,5856,6432,67,61,0.9994574652777778,0.719589114189148,0.1801334023475647
24,2657,4896,6432,67,51,0.9187282986111112,0.6836011409759521,0.1499873697757721
25,2403,6240,5856,61,65,0.9994574652777778,0.6747623682022095,0.14258340001106262
26,2074,6336,5280,55,66,0.9471571180555556,0.6667929887771606,0.13590769469738007
27,985,4224,3360,35,44,0.95703125,0.6580922603607178,0.12861935794353485
28,2059,4896,5280,55,51,0.9891493055555556,0.6539028882980347,0.12511005997657776
29,656,4800,2496,26,50,0.9562717013888888,0.6472856998443604,0.11956703662872314
30,1038,5184,3456,36,54,0.8958333333333334,0.6441389322280884,0.11693108826875687
31,2666,5760,6432,67,60,0.9972873263888888,0.6244717836380005,0.10045652091503143
32,1542,5376,4416,46,56,0.9979383680555556,0.6230394840240479,0.0992567241191864
33,2122,4992,5376,56,52,0.9938151041666666,0.6201238632202148,0.09681440144777298
34,1883,5280,4992,52,55,0.9692925347222222,0.6104687452316284,0.08872660249471664
35,2713,5760,6528,68,60,0.9907769097222222,0.6028751134872437,0.08236565440893173
36,1545,5664,4416,46,59,0.9786241319444444,0.6015133857727051,0.0812249705195427
37,1600,5664,4512,47,59,0.9756944444444444,0.5958138704299927,0.0764506608247757
38,2900,6048,6912,72,63,0.9977213541666666,0.5902522802352905,0.0717918872833252
39,2932,6048,6934,73,63,0.9970703125,0.569311261177063,0.054250240325927734
40,2927,5568,6934,73,58,0.9840494791666666,0.546688437461853,0.035299792885780334
41,442,3840,1920,20,40,0.982421875,0.5416312217712402,0.031063517555594444
42,2871,6720,6816,71,70,0.8930121527777778,0.537799596786499,0.027853883802890778
43,2933,6144,6934,73,64,0.9943576388888888,0.5369243621826172,0.02712072618305683
44,1882,5184,4992,52,54,0.9991319444444444,0.5315918922424316,0.02265387959778309
45,1360,3360,4128,43,35,0.7254774305555556,0.5045479536056519,0.0
