rank,patch_index,x,y,grid_row,grid_col,tissue_fraction,activation,normalized_activation
1,2688,1824,6528,68,19,0.1652560763888889,11.472128868103027,1.0
2,2266,2880,5664,59,30,0.15516493055555555,11.086343765258789,0.9648420810699463
3,2751,4512,6624,69,47,0.4232855902777778,10.739943504333496,0.9332733750343323
4,2502,2400,6144,64,25,0.18565538194444445,10.0982027053833,0.874789297580719
5,2501,2208,6144,64,23,0.2384982638888889,9.946887016296387,0.860999345779419
6,2421,3648,5952,62,38,0.18033854166666666,9.281352996826172,0.8003469109535217
7,873,5184,3072,32,54,0.16796875,9.264809608459473,0.798839271068573
8,2460,2592,6048,63,27,0.1579861111111111,8.784632682800293,0.7550790309906006
9,2378,3552,5856,61,37,0.1948784722222222,8.706357955932617,0.7479456067085266
10,2096,2496,5376,56,26,0.1720920138888889,8.705453872680664,0.747863233089447
11,2691,3264,6528,68,34,0.1838107638888889,7.957420825958252,0.6796923279762268
12,2883,4320,6912,72,45,0.16276041666666666,7.947805881500244,0.6788160800933838
13,2377,3456,5856,61,36,0.16981336805555555,7.85099983215332,0.6699938178062439
14,2099,2784,5376,56,29,0.1982421875,7.766985893249512,0.6623373627662659
15,2154,2784,5472,57,29,0.1802300347222222,7.674876689910889,0.6539431214332581
16,366,2688,1728,18,28,0.20052083333333334,7.651217460632324,0.6517869234085083
17,2591,2400,6336,66,25,0.16004774305555555,7.4699859619140625,0.6352707147598267
18,2692,3360,6528,68,35,0.19140625,7.276852607727051,0.6176697611808777
19,2735,864,6624,69,9,0.4916449652777778,7.268622398376465,0.6169196963310242
20,1554,6528,4416,46,68,0.16590711805555555,7.07459020614624,0.5992369055747986
21,2463,3840,6048,63,40,0.18836805555555555,7.07075834274292,0.5988876819610596
22,2645,3552,6432,67,37,0.4206814236111111,7.0470476150512695,0.5967268347740173
23,2500,2112,6144,64,22,0.1672092013888889,6.996785640716553,0.5921462774276733
24,1914,2496,5088,53,26,0.24717881944444445,6.9015727043151855,0.5834692120552063
25,5,288,192,2,3,0.1560329861111111,6.842290878295898,0.5780666470527649
26,2704,4896,6528,68,51,0.4935980902777778,6.791910171508789,0.5734752416610718
27,277,2688,1440,15,28,0.24110243055555555,6.754179000854492,0.5700367093086243
28,2776,96,6720,70,1,0.21875,6.730201244354248,0.5678515434265137
29,800,5280,2880,30,55,0.1882595486111111,6.64473295211792,0.5600624680519104
30,2321,3168,5760,60,33,0.1597222222222222,6.623983860015869,0.5581715703010559
31,307,2688,1536,16,28,0.2642144097222222,6.556204319000244,0.5519945621490479
32,2098,2688,5376,56,28,0.21104600694444445,6.530948638916016,0.5496929287910461
33,2799,4128,6720,70,43,0.6420355902777778,6.520114421844482,0.5487055778503418
34,2466,4224,6048,63,44,0.197265625,6.494805812835693,0.5463991165161133
35,2693,3840,6528,68,40,0.5775824652777778,6.475009918212891,0.5445950627326965
36,2800,4224,6720,70,44,0.9318576388888888,6.422555923461914,0.5398147106170654
37,2592,3072,6336,66,32,0.15755208333333334,6.307144641876221,0.529296875
38,913,5472,3168,33,57,0.23936631944444445,6.253201484680176,0.5243808627128601
39,1293,2016,4032,42,21,0.2045355902777778,6.243561744689941,0.5235023498535156
40,2795,2304,6720,70,24,0.25390625,6.23126745223999,0.5223819017410278
41,2701,4608,6528,68,48,0.4206814236111111,6.221465587615967,0.5214886665344238
42,1338,6432,4032,42,67,0.2431640625,6.1943678855896,0.5190191268920898
43,1733,2112,4800,50,22,0.1935763888888889,6.18802547454834,0.5184411406517029
44,2796,2496,6720,70,26,0.21885850694444445,6.150043964385986,0.5149797797203064
45,2462,3744,6048,63,39,0.1935763888888889,6.148810863494873,0.51486736536026
46,2829,0,6816,71,0,0.3556857638888889,6.1296610832214355,0.5131222009658813
47,2364,1440,5856,61,15,0.17024739583333334,6.005458354949951,0.5018031597137451
48,10,4128,192,2,43,0.22265625,5.907225608825684,0.4928508698940277
49,662,5376,2496,26,56,0.2941623263888889,5.859248638153076,0.48847854137420654
50,2503,2496,6144,64,26,0.24739583333333334,5.8208513259887695,0.4849792718887329
51,2699,4416,6528,68,46,0.5777994791666666,5.766025066375732,0.47998276352882385
52,2498,1536,6144,64,16,0.658203125,5.761723518371582,0.4795907437801361
53,2803,4512,6720,70,47,0.4079861111111111,5.74593448638916,0.4781518280506134
54,2467,4320,6048,63,45,0.3129340277777778,5.73204231262207,0.4768857955932617
55,2700,4512,6528,68,47,0.2761501736111111,5.688910007476807,0.47295498847961426
56,2310,1440,5760,60,15,0.2715928819444444,5.679886817932129,0.47213268280029297
57,220,2784,1248,13,29,0.2531467013888889,5.618106842041016,0.46650245785713196
58,1090,5856,3552,37,61,0.21875,5.577572345733643,0.46280840039253235
59,2638,2304,6432,67,24,0.2075737847222222,5.51767110824585,0.45734938979148865
60,2083,1248,5376,56,13,0.154296875,5.493699073791504,0.45516473054885864
61,2097,2592,5376,56,27,0.1831597222222222,5.487701416015625,0.4546181559562683
62,2461,3648,6048,63,38,0.1982421875,5.4831929206848145,0.45420727133750916
63,2597,3936,6336,66,41,0.259765625,5.465672492980957,0.452610582113266
64,1785,1536,4896,51,16,0.4021267361111111,5.458150863647461,0.4519250988960266
65,2550,4128,6240,65,43,0.2240668402777778,5.452394962310791,0.4514005482196808
66,2423,3936,5952,62,41,0.1750217013888889,5.437974452972412,0.4500863552093506
67,463,2400,2016,21,25,0.1599392361111111,5.3650102615356445,0.4434368908405304
68,2320,2400,5760,60,25,0.2322048611111111,5.344911098480225,0.44160518050193787
69,250,2880,1344,14,30,0.4308810763888889,5.340663909912109,0.4412181079387665
70,2418,2016,5952,62,21,0.2250434027777778,5.300474643707275,0.4375555217266083
71,2739,1632,6624,69,17,0.3041449652777778,5.293984889984131,0.43696409463882446
72,849,2880,3072,32,30,0.982421875,5.264732360839844,0.43429818749427795
73,2733,672,6624,69,7,0.6285807291666666,5.216794967651367,0.4299294948577881
74,2804,4608,6720,70,48,0.3654513888888889,5.182271957397461,0.4267832934856415
75,696,2112,2688,28,22,0.2728949652777778,5.176150798797607,0.4262254536151886
76,2646,3840,6432,67,40,0.6841362847222222,5.098793029785156,0.41917556524276733
77,1091,1536,3648,38,16,0.24772135416666666,5.08382511138916,0.41781148314476013
78,631,2400,2496,26,25,0.2670355902777778,5.012728691101074,0.41133221983909607
79,279,2880,1440,15,30,0.517578125,4.946848392486572,0.40532833337783813
80,2544,3168,6240,65,33,0.2785373263888889,4.8943023681640625,0.4005396068096161
81,2653,4512,6432,67,47,0.2803819444444444,4.879528522491455,0.3991932272911072
82,1627,2976,4608,48,31,0.5343967013888888,4.847808837890625,0.3963024914264679
83,1241,2112,3936,41,22,0.4594184027777778,4.83380651473999,0.39502641558647156
84,2743,3456,6624,69,36,0.1733940972222222,4.806003093719482,0.3924925923347473
85,2536,1440,6240,65,15,0.576171875,4.802920818328857,0.3922117054462433
86,1791,2112,4896,51,22,0.2236328125,4.80262565612793,0.3921847939491272
87,598,2400,2400,25,25,0.388671875,4.7501091957092285,0.38739877939224243
88,2265,2784,5664,59,29,0.3093532986111111,4.746930122375488,0.38710907101631165
89,2834,672,6816,71,7,0.2345920138888889,4.728114604949951,0.3853943347930908
90,1673,1920,4704,49,20,0.6495225694444444,4.694864749908447,0.3823641538619995
91,2741,1824,6624,69,19,0.16341145833333334,4.693779945373535,0.3822652995586395
92,1731,1920,4800,50,20,0.3575303819444444,4.672340393066406,0.3803114593029022
93,2420,2784,5952,62,29,0.16048177083333334,4.643703460693359,0.37770166993141174
94,2372,2208,5856,61,23,0.2701822916666667,4.625064373016357,0.3760030269622803
95,2726,0,6624,69,0,0.1736111111111111,4.551507472991943,0.3692995309829712
96,1342,1632,4128,43,17,0.9716796875,4.542222023010254,0.3684532940387726
97,1670,1632,4704,49,17,0.5461154513888888,4.541150093078613,0.3683556020259857
98,2788,1632,6720,70,17,0.22200520833333334,4.518215656280518,0.36626550555229187
99,2740,1728,6624,69,18,0.1960720486111111,4.497874736785889,0.36441177129745483
100,2732,576,6624,69,6,0.4025607638888889,4.417248725891113,0.35706403851509094
101,2504,3264,6144,64,34,0.23665364583333334,4.410188674926758,0.356420636177063
102,2790,1824,6720,70,19,0.2163628472222222,4.369863033294678,0.3527456223964691
103,2548,3552,6240,65,37,0.2805989583333333,4.341439247131348,0.3501552641391754
104,2874,0,6912,72,0,0.3608940972222222,4.228561878204346,0.33986836671829224
105,2607,4896,6336,66,51,0.8865017361111112,4.212257385253906,0.33838245272636414
106,2775,0,6720,70,0,0.3848741319444444,4.20932149887085,0.3381149172782898
107,2640,3072,6432,67,32,0.23958333333333334,4.204457759857178,0.3376716673374176
108,2465,4128,6048,63,43,0.4326171875,4.195055961608887,0.33681485056877136
109,874,5472,3072,32,57,0.21592881944444445,4.1530256271362305,0.33298447728157043
110,1049,1920,3552,37,20,0.9561631944444444,4.089094638824463,0.32715821266174316
111,2543,2496,6240,65,26,0.19151475694444445,4.066855430603027,0.32513147592544556
112,324,4320,1536,16,45,0.9866536458333334,4.060003280639648,0.3245070278644562
113,1513,2592,4416,46,27,0.6331380208333334,4.038666248321533,0.32256248593330383
114,1675,2112,4704,49,22,0.30078125,4.0380635261535645,0.3225075602531433
115,536,2976,2208,23,31,0.8477647569444444,4.031102180480957,0.32187315821647644
116,1240,2016,3936,41,21,0.3621961805555556,4.024156093597412,0.3212401270866394
117,608,3360,2400,25,35,0.9565972222222222,4.024125576019287,0.32123735547065735
118,848,2784,3072,32,29,0.9822048611111112,4.010398864746094,0.31998640298843384
119,2324,3456,5760,60,36,0.3348524305555556,3.953651189804077,0.3148147761821747
120,2694,3936,6528,68,41,0.8982204861111112,3.946993589401245,0.314208060503006
121,1232,6048,3840,40,63,0.1950954861111111,3.940188407897949,0.31358787417411804
