rank,patch_index,x,y,grid_row,grid_col,tissue_fraction,activation,normalized_activation
1,904,2112,4416,46,22,0.1980251736111111,7.040805339813232,1.0
2,865,2112,4320,45,22,0.2177734375,6.2277140617370605,0.8757309913635254
3,270,768,2784,29,8,0.2738715277777778,5.787491321563721,0.8084494471549988
4,1405,5568,5760,60,58,0.24251302083333334,5.647914886474609,0.7871172428131104
5,678,1728,3840,40,18,0.2221137152777778,5.629485607147217,0.7843006253242493
6,863,1920,4320,45,20,0.17860243055555555,5.495377063751221,0.7638041377067566
7,1260,6432,5184,54,67,0.2948133680555556,5.436032772064209,0.754734218120575
8,1357,5088,5568,58,53,0.23860677083333334,5.387009620666504,0.747241735458374
9,766,4416,4032,42,46,0.18641493055555555,5.320211887359619,0.7370327115058899
10,615,1632,3648,38,17,0.1909722222222222,5.318428039550781,0.7367600798606873
11,657,3936,3744,39,41,0.2672526041666667,5.276829242706299,0.7304022908210754
12,653,3360,3744,39,35,0.3107638888888889,5.178967475891113,0.7154455780982971
13,1422,5568,5856,61,58,0.2273220486111111,5.08108377456665,0.7004855275154114
14,746,1824,4032,42,19,0.18684895833333334,4.8060479164123535,0.6584503054618835
15,12,2880,1248,13,30,0.2041015625,4.746631145477295,0.6493693590164185
16,1326,4512,5472,57,47,0.21788194444444445,4.734689712524414,0.647544264793396
17,828,2208,4224,44,23,0.150390625,4.733950138092041,0.6474312543869019
18,352,1632,2976,31,17,0.2517361111111111,4.7313408851623535,0.6470324397087097
19,645,1536,3744,39,16,0.177734375,4.731034278869629,0.6469855904579163
20,677,1632,3840,40,17,0.16124131944444445,4.723808288574219,0.6458812355995178
21,1290,6432,5280,55,67,0.3132595486111111,4.707284927368164,0.6433558464050293
22,1291,6528,5280,55,68,0.23697916666666666,4.653059482574463,0.6350682973861694
23,20,2112,1440,15,22,0.1775173611111111,4.649918556213379,0.6345882415771484
24,273,1056,2784,29,11,0.2451171875,4.631868362426758,0.631829559803009
25,785,1728,4128,43,18,0.19303385416666666,4.5720367431640625,0.6226851940155029
26,644,1440,3744,39,15,0.1733940972222222,4.50901985168457,0.6130539774894714
27,1262,6624,5184,54,69,0.2858072916666667,4.482285976409912,0.6089680790901184
28,1219,5760,5088,53,60,0.24934895833333334,4.477547645568848,0.6082438826560974
29,1421,5472,5856,61,57,0.2077907986111111,4.391134262084961,0.5950368642807007
30,978,5760,4512,47,60,0.2609592013888889,4.379051208496094,0.5931901335716248
31,723,3744,3936,41,39,0.306640625,4.378794193267822,0.5931508541107178
32,769,4704,4032,42,49,0.2751736111111111,4.37616491317749,0.5927490592002869
33,320,2016,2880,30,21,0.19270833333333334,4.371551036834717,0.5920438766479492
34,705,5952,3840,40,62,0.2915581597222222,4.32573938369751,0.5850422382354736
35,652,3264,3744,39,34,0.2978515625,4.302661418914795,0.5815151333808899
36,31,2688,1536,16,28,0.20963541666666666,4.192583084106445,0.5646912455558777
37,710,1728,3936,41,18,0.2177734375,4.179532051086426,0.5626965761184692
38,386,1248,3072,32,13,0.20323350694444445,4.123308181762695,0.5541036128997803
39,36,1920,1632,17,20,0.16807725694444445,4.121822834014893,0.5538765788078308
40,503,1632,3360,35,17,0.2004123263888889,4.096024990081787,0.5499337911605835
41,462,1248,3264,34,13,0.20518663194444445,4.07633113861084,0.5469238758087158
42,346,960,2976,31,10,0.19639756944444445,4.071471691131592,0.5461811423301697
43,1444,5088,6048,63,53,0.2271050347222222,4.0595293045043945,0.5443559288978577
44,811,4992,4128,43,52,0.2523871527777778,4.0497612953186035,0.5428630709648132
45,803,3936,4128,43,41,0.2973090277777778,4.000695705413818,0.5353640913963318
46,784,1632,4128,43,17,0.20399305555555555,3.9891204833984375,0.5335950255393982
47,309,960,2880,30,10,0.3092447916666667,3.979194164276123,0.5320779085159302
48,1249,5184,5184,54,54,0.3432074652777778,3.949680805206299,0.5275672078132629
49,1253,5568,5184,54,58,0.3204210069444444,3.9184587001800537,0.5227953791618347
50,6,2496,1152,12,26,0.15071614583333334,3.892669439315796,0.5188539028167725
51,613,1152,3648,38,12,0.18739149305555555,3.8783013820648193,0.5166579484939575
52,734,5184,3936,41,54,0.3044704861111111,3.850318670272827,0.5123811960220337
53,420,1152,3168,33,12,0.1968315972222222,3.8396658897399902,0.5107530951499939
54,5,2304,1152,12,24,0.19325086805555555,3.8360047340393066,0.5101935267448425
55,1217,5568,5088,53,58,0.333984375,3.828517198562622,0.5090491771697998
56,545,1344,3456,36,14,0.1911892361111111,3.8184876441955566,0.5075163245201111
57,491,5184,3264,34,54,0.3174913194444444,3.7968804836273193,0.5042139887809753
58,307,768,2880,30,8,0.2673611111111111,3.7960617542266846,0.504088819026947
59,1182,5856,4992,52,61,0.17393663194444445,3.7870893478393555,0.5027175545692444
60,1383,5472,5664,59,57,0.1841362847222222,3.7782108783721924,0.5013605952262878
61,866,2208,4320,45,23,0.1759982638888889,3.7703425884246826,0.5001580119132996
62,417,864,3168,33,9,0.21104600694444445,3.7666914463043213,0.49960002303123474
63,542,1056,3456,36,11,0.1630859375,3.765347957611084,0.4993946850299835
64,647,1728,3744,39,18,0.1626519097222222,3.7554993629455566,0.4978894591331482
65,659,4128,3744,39,43,0.3549262152777778,3.7551891803741455,0.49784207344055176
66,50,2880,1728,18,30,0.1921657986111111,3.748197555541992,0.49677348136901855
67,308,864,2880,30,9,0.19520399305555555,3.746149778366089,0.49646052718162537
68,244,1344,2688,28,14,0.2536892361111111,3.745720148086548,0.4963948726654053
69,147,3744,2304,24,39,0.21354166666666666,3.708240270614624,0.49066659808158875
70,907,2400,4416,46,25,0.2357855902777778,3.696150302886963,0.48881885409355164
71,1063,5664,4704,49,59,0.4235026041666667,3.6439578533172607,0.4808419942855835
72,315,1536,2880,30,16,0.3934461805555556,3.6310458183288574,0.4788685739040375
73,1106,6336,4800,50,66,0.30078125,3.6294374465942383,0.47862276434898376
74,360,3072,2976,31,32,0.3250868055555556,3.626370668411255,0.4781540632247925
75,271,864,2784,29,9,0.2511935763888889,3.6235315799713135,0.47772014141082764
76,672,5856,3744,39,61,0.2603081597222222,3.605710029602051,0.4749963879585266
77,47,1920,1728,18,20,0.1921657986111111,3.5989115238189697,0.4739573299884796
78,1385,5664,5664,59,59,0.2437065972222222,3.592473030090332,0.4729732871055603
79,1328,4704,5472,57,49,0.2470703125,3.5801613330841064,0.471091628074646
80,825,1728,4224,44,18,0.2126736111111111,3.550762891769409,0.4665985107421875
81,39,2208,1632,17,23,0.1616753472222222,3.543060779571533,0.4654213786125183
82,905,2208,4416,46,23,0.2603081597222222,3.53428316116333,0.4640798270702362
83,412,5184,3072,32,54,0.3282335069444444,3.5313799381256104,0.4636361300945282
84,385,1152,3072,32,12,0.19715711805555555,3.5262563228607178,0.4628530442714691
85,646,1632,3744,39,17,0.1509331597222222,3.52451229095459,0.46258649230003357
86,1181,5760,4992,52,60,0.3117404513888889,3.5224485397338867,0.4622710943222046
87,906,2304,4416,46,24,0.2829861111111111,3.503375768661499,0.4593560993671417
88,571,5184,3456,36,54,0.2605251736111111,3.498739719390869,0.45864754915237427
89,708,1536,3936,41,16,0.20106336805555555,3.4827756881713867,0.4562076926231384
90,1452,4896,6144,64,51,0.2179904513888889,3.4816226959228516,0.45603147149086
91,755,3168,4032,42,33,0.3835720486111111,3.4577479362487793,0.45238256454467773
92,28,2016,1536,16,21,0.1596137152777778,3.4478893280029297,0.45087581872940063
93,740,5856,3936,41,61,0.3346354166666667,3.4469871520996094,0.45073792338371277
94,1363,5664,5568,58,59,0.1589626736111111,3.4448049068450928,0.45040440559387207
95,32,2880,1536,16,30,0.17122395833333334,3.440793752670288,0.4497913718223572
96,1094,4512,4800,50,47,0.2709418402777778,3.4395174980163574,0.4495963156223297
97,1096,4896,4800,50,51,0.1792534722222222,3.4387404918670654,0.44947755336761475
98,18,2976,1344,14,31,0.17513020833333334,3.437262773513794,0.4492517113685608
99,1276,4512,5280,55,47,0.4181857638888889,3.435460329055786,0.44897621870040894
100,1204,4320,5088,53,45,0.3438585069444444,3.405324697494507,0.44437044858932495
101,1400,5088,5760,60,53,0.1672092013888889,3.3966143131256104,0.4430391788482666
102,286,2784,2784,29,29,0.2437065972222222,3.343017339706421,0.4348476827144623
103,151,4128,2304,24,43,0.3856336805555556,3.319869041442871,0.4313098192214966
104,1418,5184,5856,61,54,0.2261284722222222,3.3066625595092773,0.42929139733314514
105,26,3072,1440,15,32,0.22059461805555555,3.3046514987945557,0.42898401618003845
106,1179,5472,4992,52,57,0.2465277777777778,3.2938148975372314,0.42732781171798706
107,841,3648,4224,44,38,0.3627387152777778,3.287482976913452,0.4263600707054138
108,191,3072,2496,26,32,0.1525607638888889,3.2573893070220947,0.4217607080936432
109,16,2784,1344,14,29,0.1630859375,3.2528889179229736,0.4210728704929352
110,1397,4800,5760,60,50,0.20301649305555555,3.2460005283355713,0.42002010345458984
111,892,5376,4320,45,56,0.1720920138888889,3.2239396572113037,0.41664841771125793
112,1331,4992,5472,57,52,0.2537977430555556,3.223447561264038,0.4165731966495514
113,827,2112,4224,44,22,0.1518012152777778,3.217285633087158,0.4156314432621002
114,1434,5280,5952,62,55,0.2421875,3.206768751144409,0.41402408480644226
115,1207,4608,5088,53,48,0.1655815972222222,3.1811745166778564,0.4101124107837677
116,92,1440,2112,22,15,0.21766493055555555,3.1697378158569336,0.408364474773407
117,387,1344,3072,32,14,0.16786024305555555,3.153404712677002,0.40586820244789124
118,868,2400,4320,45,25,0.19661458333333334,3.1522152423858643,0.4056864082813263
119,745,1728,4032,42,18,0.19227430555555555,3.1095707416534424,0.39916881918907166
120,89,3744,2016,21,39,0.2726779513888889,3.0942490100860596,0.3968271315097809
121,0,2400,1056,11,25,0.193359375,3.0892462730407715,0.3960625231266022
122,619,3072,3648,38,32,0.1948784722222222,3.0658278465270996,0.39248335361480713
123,580,1728,3552,37,18,0.15592447916666666,3.0630686283111572,0.39206165075302124
124,579,1632,3552,37,17,0.18880208333333334,3.057784080505371,0.3912539780139923
125,780,6144,4032,42,64,0.1818576388888889,3.0474112033843994,0.38966864347457886
126,274,1152,2784,29,12,0.2618272569444444,3.045396089553833,0.3893606662750244
127,377,4992,2976,31,52,0.2757161458333333,3.0396225452423096,0.38847827911376953
128,1445,5184,6048,63,54,0.2484809027777778,3.0388379096984863,0.38835835456848145
129,562,4224,3456,36,44,0.1681857638888889,3.0239756107330322,0.3860868513584137
130,767,4512,4032,42,47,0.4126519097222222,3.009575366973877,0.3838860094547272
131,1359,5280,5568,58,55,0.2658420138888889,3.0081818103790283,0.3836730122566223
132,390,1920,3072,32,20,0.1753472222222222,3.0035526752471924,0.3829655349254608
133,1261,6528,5184,54,68,0.2889539930555556,3.0021848678588867,0.38275647163391113
134,1067,6336,4704,49,66,0.23079427083333334,2.9850053787231445,0.3801308274269104
135,607,5376,3552,37,56,0.2810329861111111,2.9752697944641113,0.37864288687705994
136,1327,4608,5472,57,48,0.1750217013888889,2.9745357036590576,0.37853071093559265
137,80,1632,2016,21,17,0.1882595486111111,2.971262216567993,0.378030389547348
138,530,4704,3360,35,49,0.22623697916666666,2.967344284057617,0.37743160128593445
139,1240,4128,5184,54,43,0.19618055555555555,2.956106185913086,0.3757140338420868
140,394,2784,3072,32,29,0.2041015625,2.951796770095825,0.3750554025173187
141,321,2112,2880,30,22,0.16764322916666666,2.9476146697998047,0.3744162321090698
142,806,4512,4128,43,47,0.2770182291666667,2.9416987895965576,0.37351205945014954
143,1384,5568,5664,59,58,0.23741319444444445,2.941230058670044,0.3734404444694519
144,405,4320,3072,32,45,0.3205295138888889,2.9404752254486084,0.37332507967948914
145,297,4128,2784,29,43,0.2722439236111111,2.9395077228546143,0.3731772005558014
146,86,3456,2016,21,36,0.4457465277777778,2.9352221488952637,0.3725222051143646
147,528,4512,3360,35,47,0.3166232638888889,2.925405740737915,0.37102192640304565
148,681,2208,3840,40,23,0.1633029513888889,2.9188599586486816,0.3700214922428131
149,242,1152,2688,28,12,0.2302517361111111,2.9067749977111816,0.3681744933128357
150,1110,6720,4800,50,70,0.3668619791666667,2.8944647312164307,0.3662930428981781
151,1070,6720,4704,49,70,0.4065755208333333,2.8940317630767822,0.3662268817424774
152,730,4704,3936,41,49,0.4085286458333333,2.8838987350463867,0.36467817425727844
153,41,2592,1632,17,27,0.2074652777777778,2.8796794414520264,0.3640333414077759
154,1125,3744,4896,51,39,0.1704644097222222,2.873222827911377,0.3630465269088745
155,842,3744,4224,44,39,0.3041449652777778,2.865997314453125,0.36194220185279846
156,886,4416,4320,45,46,0.16590711805555555,2.851555109024048,0.3597349524497986
157,246,1536,2688,28,16,0.18717447916666666,2.8416800498962402,0.35822567343711853
158,712,2400,3936,41,25,0.1732855902777778,2.835428476333618,0.357270210981369
159,1168,4416,4992,52,46,0.23860677083333334,2.8277571201324463,0.3560977578163147
160,59,2496,1824,19,26,0.16514756944444445,2.8271119594573975,0.3559991717338562
161,1228,6624,5088,53,69,0.3485243055555556,2.82710337638855,0.35599786043167114
162,170,4032,2400,25,42,0.1691623263888889,2.81736421585083,0.3545093536376953
163,129,4032,2208,23,42,0.4073350694444444,2.8145434856414795,0.3540782630443573
164,398,3456,3072,32,36,0.2666015625,2.8144431114196777,0.35406291484832764
165,1021,5568,4608,48,58,0.1644965277777778,2.81181263923645,0.3536608815193176
166,675,1344,3840,40,14,0.2214626736111111,2.811711072921753,0.35364535450935364
167,541,960,3456,36,10,0.1908637152777778,2.8015787601470947,0.3520967960357666
168,869,2496,4320,45,26,0.1767578125,2.7891526222229004,0.3501976430416107
169,382,864,3072,32,9,0.2162543402777778,2.7882847785949707,0.3500649929046631
170,54,3360,1728,18,35,0.1630859375,2.781588554382324,0.34904158115386963
171,1432,5088,5952,62,53,0.2648654513888889,2.7727057933807373,0.34768399596214294
172,212,1440,2592,27,15,0.16417100694444445,2.7695443630218506,0.34720081090927124
173,1307,4992,5376,56,52,0.1667751736111111,2.756223201751709,0.34516486525535583
174,709,1632,3936,41,17,0.1958550347222222,2.7404396533966064,0.3427525758743286
175,372,4320,2976,31,45,0.2351345486111111,2.7366838455200195,0.3421785533428192
176,8,2784,1152,12,29,0.21354166666666666,2.733363151550293,0.34167104959487915
177,1132,4416,4896,51,46,0.4522569444444444,2.7177886962890625,0.33929070830345154
178,9,2208,1248,13,23,0.15494791666666666,2.716698408126831,0.33912408351898193
179,1066,6240,4704,49,65,0.1720920138888889,2.7166287899017334,0.3391134440898895
180,4,2208,1152,12,23,0.1799045138888889,2.7112269401550293,0.3382878601551056
181,1,2496,1056,11,26,0.23621961805555555,2.706136465072632,0.3375098407268524
182,479,4032,3264,34,42,0.4259982638888889,2.7036209106445312,0.33712539076805115
183,1098,5184,4800,50,54,0.3117404513888889,2.6971962451934814,0.33614346385002136
184,942,2112,4512,47,22,0.16297743055555555,2.6963577270507812,0.3360153138637543
185,310,1056,2880,30,11,0.2654079861111111,2.6951229572296143,0.3358266055583954
186,1259,6336,5184,54,66,0.2728949652777778,2.6929776668548584,0.33549872040748596
187,794,3072,4128,43,32,0.2526041666666667,2.6840505599975586,0.3341343402862549
188,107,4032,2112,22,42,0.1664496527777778,2.6806600093841553,0.33361613750457764
189,1023,5856,4608,48,61,0.1782769097222222,2.680494546890259,0.33359086513519287
190,383,960,3072,32,10,0.16471354166666666,2.6790549755096436,0.3333708345890045
191,345,864,2976,31,9,0.2470703125,2.6737172603607178,0.33255505561828613
192,153,1056,2400,25,11,0.2336154513888889,2.6667463779449463,0.3314896523952484
193,265,4512,2688,28,47,0.3318142361111111,2.660090208053589,0.33047235012054443
194,440,3648,3168,33,38,0.20225694444444445,2.633763074874878,0.3264486491680145
195,1122,3456,4896,51,36,0.2333984375,2.629528522491455,0.32580146193504333
196,992,2592,4608,48,27,0.2849392361111111,2.6203408241271973,0.3243972361087799
197,206,864,2592,27,9,0.2080078125,2.619837999343872,0.32432040572166443
198,810,4896,4128,43,51,0.1821831597222222,2.6074230670928955,0.32242295145988464
199,1073,7008,4704,49,73,0.2573784722222222,2.5750443935394287,0.317474365234375
200,547,1824,3456,36,19,0.1877170138888889,2.570551872253418,0.3167877495288849
201,224,3360,2592,27,35,0.16102430555555555,2.5541422367095947,0.3142797648906708
202,161,1824,2400,25,19,0.2080078125,2.5483670234680176,0.3133971095085144
203,697,5184,3840,40,54,0.1967230902777778,2.543728828430176,0.3126882314682007
204,658,4032,3744,39,42,0.2708333333333333,2.5429983139038086,0.3125765919685364
205,461,1152,3264,34,12,0.16710069444444445,2.5388400554656982,0.3119410574436188
206,71,3168,1920,20,33,0.1792534722222222,2.534989356994629,0.31135255098342896
207,897,6144,4320,45,64,0.3228081597222222,2.531911611557007,0.3108821511268616
208,210,1248,2592,27,13,0.1830512152777778,2.5261335372924805,0.3099990487098694
209,849,4992,4224,44,52,0.3452690972222222,2.517869710922241,0.30873605608940125
210,610,5760,3552,37,60,0.2875434027777778,2.515519618988037,0.30837687849998474
211,33,2976,1536,16,31,0.16276041666666666,2.5153393745422363,0.3083493411540985
212,17,2880,1344,14,30,0.15125868055555555,2.5113823413848877,0.307744562625885
213,638,5376,3648,38,56,0.3366970486111111,2.5092692375183105,0.30742159485816956
214,1428,4704,5952,62,49,0.1980251736111111,2.502164125442505,0.3063356876373291
215,1169,4512,4992,52,47,0.2990451388888889,2.501065254211426,0.30616775155067444
216,207,960,2592,27,10,0.18858506944444445,2.4985086917877197,0.30577701330184937
217,457,768,3264,34,8,0.22059461805555555,2.4820022583007812,0.30325424671173096
218,1292,3552,5376,56,37,0.2683376736111111,2.4817099571228027,0.3032095730304718
219,648,2208,3744,39,23,0.15071614583333334,2.4801995754241943,0.3029787242412567
220,699,5376,3840,40,56,0.2309027777777778,2.478482961654663,0.30271637439727783
221,389,1728,3072,32,18,0.1525607638888889,2.4750847816467285,0.30219700932502747
222,595,4032,3552,37,42,0.3580729166666667,2.4632837772369385,0.30039340257644653
223,435,2976,3168,33,31,0.2573784722222222,2.4594671726226807,0.2998100817203522
224,388,1440,3072,32,15,0.2616102430555556,2.459395170211792,0.2997990846633911
225,110,1440,2208,23,15,0.2958984375,2.454897165298462,0.29911163449287415
226,101,3456,2112,22,36,0.19422743055555555,2.4534194469451904,0.2988857924938202
227,173,4320,2400,25,45,0.2995876736111111,2.4466428756713867,0.2978500723838806
228,976,5568,4512,47,58,0.3590494791666667,2.4413352012634277,0.29703888297080994
229,1135,4896,4896,51,51,0.3982204861111111,2.4412238597869873,0.29702186584472656
230,877,3264,4320,45,34,0.3107638888888889,2.436332941055298,0.2962743639945984
231,281,1920,2784,29,20,0.2224392361111111,2.429814577102661,0.2952781319618225
232,34,3264,1536,16,34,0.2314453125,2.425010919570923,0.29454395174980164
233,337,4512,2880,30,47,0.4314236111111111,2.4206292629241943,0.2938742935657501
234,525,4224,3360,35,44,0.22059461805555555,2.420382261276245,0.2938365340232849
235,731,4800,3936,41,50,0.1759982638888889,2.417816400527954,0.2934443950653076
236,24,2880,1440,15,30,0.16786024305555555,2.413637638092041,0.2928057312965393
237,421,1248,3168,33,13,0.17447916666666666,2.411746025085449,0.2925166189670563
238,742,1440,4032,42,15,0.2608506944444444,2.405519962310791,0.29156506061553955
239,605,5184,3552,37,54,0.2890625,2.399717330932617,0.2906782031059265
240,438,3456,3168,33,36,0.3972439236111111,2.3942058086395264,0.2898358404636383
241,616,1728,3648,38,18,0.15266927083333334,2.3833343982696533,0.2881743311882019
242,577,1248,3552,37,13,0.16373697916666666,2.382296085357666,0.2880156338214874
243,768,4608,4032,42,48,0.3423394097222222,2.3769562244415283,0.2871994972229004
244,29,2496,1536,16,26,0.2105034722222222,2.3725197315216064,0.28652146458625793
245,68,2112,1920,20,22,0.17513020833333334,2.360690116882324,0.284713476896286
246,649,2304,3744,39,24,0.15028211805555555,2.3602283000946045,0.28464290499687195
247,1250,5280,5184,54,55,0.2789713541666667,2.358736753463745,0.2844149172306061
248,91,1344,2112,22,14,0.23546006944444445,2.3586652278900146,0.2844040095806122
249,502,1440,3360,35,15,0.20247395833333334,2.3571343421936035,0.2841700315475464
250,802,3840,4128,43,40,0.1860894097222222,2.3464157581329346,0.28253185749053955
251,711,1920,3936,41,20,0.1535373263888889,2.3419227600097656,0.2818451523780823
252,1227,6528,5088,53,68,0.24110243055555555,2.3408708572387695,0.28168439865112305
253,1285,5568,5280,55,58,0.2062717013888889,2.338860273361206,0.2813771069049835
254,1147,6432,4896,51,67,0.3088107638888889,2.337916374206543,0.2812328338623047
255,774,5376,4032,42,56,0.3276909722222222,2.3239216804504395,0.2790939509868622
256,116,2016,2208,23,21,0.1558159722222222,2.3217806816101074,0.2787667512893677
257,1362,5568,5568,58,58,0.20301649305555555,2.3059189319610596,0.276342511177063
258,820,6048,4128,43,63,0.2926432291666667,2.2969913482666016,0.27497807145118713
259,1210,4896,5088,53,51,0.3323567708333333,2.2904512882232666,0.27397850155830383
260,1414,4800,5856,61,50,0.24348958333333334,2.2894062995910645,0.2738187909126282
261,524,4128,3360,35,43,0.4014756944444444,2.2882943153381348,0.27364885807037354
262,373,4416,2976,31,46,0.20084635416666666,2.2741520404815674,0.27148741483688354
263,1014,4800,4608,48,50,0.20594618055555555,2.2704644203186035,0.27092382311820984
264,674,1248,3840,40,13,0.21061197916666666,2.2690019607543945,0.2707003057003021
265,706,1344,3936,41,14,0.2338324652777778,2.2616565227508545,0.26957765221595764
266,1254,5664,5184,54,59,0.1869574652777778,2.2610883712768555,0.2694908082485199
267,1298,4128,5376,56,43,0.20475260416666666,2.260369062423706,0.2693808972835541
268,301,4512,2784,29,47,0.2962239583333333,2.2575395107269287,0.26894843578338623
269,1367,6048,5568,58,63,0.3008897569444444,2.2558717727661133,0.2686935365200043
270,743,1536,4032,42,16,0.2310112847222222,2.254199266433716,0.268437922000885
271,1424,4320,5952,62,45,0.3714192708333333,2.252007246017456,0.2681029140949249
272,13,2112,1344,14,22,0.1548394097222222,2.244229793548584,0.2669142484664917
273,1064,5760,4704,49,60,0.4294704861111111,2.2414093017578125,0.2664831578731537
274,336,4416,2880,30,46,0.3251953125,2.2316794395446777,0.26499611139297485
275,1146,6336,4896,51,66,0.3703342013888889,2.2278904914855957,0.26441702246665955
276,636,5184,3648,38,54,0.3412543402777778,2.2265377044677734,0.2642102539539337
277,1251,5376,5184,54,56,0.232421875,2.2235991954803467,0.26376116275787354
278,3,2688,1056,11,28,0.2121310763888889,2.223372220993042,0.26372647285461426
279,789,2592,4128,43,27,0.1763237847222222,2.2160181999206543,0.2626025080680847
280,1252,5472,5184,54,57,0.263671875,2.214540719985962,0.26237669587135315
281,15,2688,1344,14,28,0.16634114583333334,2.2121124267578125,0.2620055675506592
282,876,3168,4320,45,33,0.17252604166666666,2.2016701698303223,0.2604096233844757
283,327,3168,2880,30,33,0.2703993055555556,2.1966865062713623,0.259647935628891
284,1347,4128,5568,58,43,0.2465277777777778,2.1961119174957275,0.25956013798713684
285,333,4032,2880,30,42,0.19346788194444445,2.1900136470794678,0.25862810015678406
286,1316,6336,5376,56,66,0.2446831597222222,2.164557933807373,0.2547375559806824
287,1090,4128,4800,50,43,0.19563802083333334,2.1610841751098633,0.25420665740966797
288,1266,3552,5280,55,37,0.2424045138888889,2.1487178802490234,0.2523166537284851
289,704,5856,3840,40,61,0.4142795138888889,2.14792537689209,0.2521955370903015
290,791,2784,4128,43,29,0.24934895833333334,2.1451025009155273,0.25176408886909485
291,168,3840,2400,25,40,0.2861328125,2.1380324363708496,0.2506835460662842
292,395,2880,3072,32,30,0.3638237847222222,2.136752128601074,0.2504878640174866
293,10,2688,1248,13,28,0.18359375,2.128113269805908,0.2491675317287445
294,1274,4320,5280,55,45,0.1867404513888889,2.1167871952056885,0.2474365085363388
